ID,企业名称,产品线,行业,来源,已知应用名,发现时间
621,你谈到说优秀公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
622,如果我们去看世界上这些公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
623,他们很多公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
624,最后发现是非常少个位数数量的公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
625,世界上的公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
626,并且在公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
627,这些优秀公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
628,家知道字节跳动是一个很有特点的公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
629,大家觉得什么公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
630,好像什么公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
631,经常跟我说能不能组织我们公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
632,我们不认为照搬到其他公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
633,是否在一个传统大公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
634,的实践和我们公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
635,才让字节跳动这家公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
636,本质上不是借助这家公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
637,其实传统的安全和信息,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
638,所以应该有新一代的信息,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
639,很多时候我们不是坐在公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
640,字节跳动是一个全球化非常成功的公司,飞书,,mp.weixin.qq.com/文章,,2026-03-05 09:17:42
874,聚焦两会丨制造,企业微信,,mp.weixin.qq.com/文章提取,,2026-03-05 09:59:48
881,科技有限公司,企业微信,,"搜索引擎/sogou/""企业微信"" 签约",,2026-03-05 10:00:09
882,信息技术有限公司,企业微信,,"搜索引擎/sogou/""企业微信"" 签约",,2026-03-05 10:00:09
919,客户简介某药房连锁集团,钉钉,,"搜索引擎/sogou/""钉钉"" 客户案例",,2026-03-05 10:01:45
927,很多公司,钉钉,,"搜索引擎/sogou/""钉钉"" 定制版",,2026-03-05 10:02:36
928,把公司附近的基站信息,钉钉,,"搜索引擎/sogou/""钉钉"" 定制版",,2026-03-05 10:02:36
929,或宽带相关信息,钉钉,,"搜索引擎/sogou/""钉钉"" 定制版",,2026-03-05 10:02:36
945,钉钉客流续费订单号明细信息,钉钉,,"搜索引擎/sogou/""钉钉"" 客户列表",,2026-03-05 10:03:27
974,无需担心遗忘传递信息,钉钉,,"搜索引擎/bing/""钉钉"" 签约",,2026-03-05 10:04:02
1001,泡芙传媒,飞书,,"搜索引擎/sogou/""飞书"" 合作案例",,2026-03-05 10:06:04
1002,打造传媒,飞书,,"搜索引擎/sogou/""飞书"" 合作案例",,2026-03-05 10:06:04
1008,快递快运物流,飞书,,mp.weixin.qq.com/文章提取,,2026-03-05 10:06:09
1009,百万快递快运物流,飞书,,mp.weixin.qq.com/文章提取,,2026-03-05 10:06:09
1010,国内头部物流,飞书,,mp.weixin.qq.com/文章提取,,2026-03-05 10:06:09
1011,加速推进全集团,飞书,,mp.weixin.qq.com/文章提取,,2026-03-05 10:06:09
1012,以及线上线下的信息,飞书,,mp.weixin.qq.com/文章提取,,2026-03-05 10:06:09
1013,沟通群都存在信息,飞书,,mp.weixin.qq.com/文章提取,,2026-03-05 10:06:09
1014,中国会取代美国成第一汽车,飞书,,mp.weixin.qq.com/文章提取,,2026-03-05 10:06:09
1015,福特等汽车,飞书,,mp.weixin.qq.com/文章提取,,2026-03-05 10:06:09
1016,正加投亚洲港口物流,飞书,,mp.weixin.qq.com/文章提取,,2026-03-05 10:06:09
1115,是湖北省政府,钉钉,政务,政务搜索/bing,为湖北省政务,2026-03-05 10:10:23
1116,以下是对鄂汇办,钉钉,政务,政务搜索/bing,为湖北省政务,2026-03-05 10:10:23
1117,府打造的网上办,钉钉,政务,政务搜索/bing,为湖北省政务,2026-03-05 10:10:23
1118,为湖北省政务,钉钉,政务,政务搜索/bing,为湖北省政务,2026-03-05 10:10:23
1120,下是对鄂汇办,钉钉,政务,政务搜索/bing,下是对鄂汇办,2026-03-05 10:10:23
1121,如果鄂汇办,钉钉,政务,政务搜索/bing,湖北公安政务,2026-03-05 10:10:23
1122,湖北公安政务,钉钉,政务,政务搜索/bing,湖北公安政务,2026-03-05 10:10:23
1123,调档函在鄂汇办,钉钉,政务,政务搜索/bing,鄂汇办,2026-03-05 10:10:23
1124,否开通了网上办,钉钉,政务,政务搜索/bing,鄂汇办,2026-03-05 10:10:23
1125,登录鄂汇办,钉钉,政务,政务搜索/bing,鄂汇办,2026-03-05 10:10:23
1126,打开鄂汇办,钉钉,政务,政务搜索/bing,鄂汇办,2026-03-05 10:10:23
1127,档函在鄂汇办,钉钉,政务,政务搜索/bing,档函在鄂汇办,2026-03-05 10:10:23
1128,使用鄂汇办,钉钉,政务,政务搜索/bing,鄂汇办,2026-03-05 10:10:23
1129,想知道怎么办,钉钉,政务,政务搜索/bing,鄂汇办,2026-03-05 10:10:23
1130,家带来了鄂汇办,钉钉,政务,政务搜索/bing,鄂汇办,2026-03-05 10:10:23
1131,带来了鄂汇办,钉钉,政务,政务搜索/bing,带来了鄂汇办,2026-03-05 10:10:23
1132,小程序及鄂汇办,钉钉,政务,政务搜索/bing,湖北政务,2026-03-05 10:10:23
1134,息在湖北政务,钉钉,政务,政务搜索/bing,息在湖北政务,2026-03-05 10:10:23
1135,通过湖北政务,钉钉,政务,政务搜索/bing,通过湖北政务,2026-03-05 10:10:23
1136,程序及鄂汇办,钉钉,政务,政务搜索/bing,程序及鄂汇办,2026-03-05 10:10:23
1137,们就知道鄂汇办,钉钉,政务,政务搜索/bing,鄂汇办,2026-03-05 10:10:23
1138,就知道鄂汇办,钉钉,政务,政务搜索/bing,就知道鄂汇办,2026-03-05 10:10:23
1139,居民参保登记办,钉钉,政务,政务搜索/bing,鄂汇办,2026-03-05 10:10:23
1140,选择需要办,钉钉,政务,政务搜索/bing,鄂汇办,2026-03-05 10:10:23
1186,将按照省自然资源厅和省大数据管理局,钉钉,政务,mp.weixin.qq.com/政务页面,豫政通,2026-03-05 10:12:02
1187,浏览河南省测绘地理信息技术中心,钉钉,政务,mp.weixin.qq.com/政务页面,豫政通,2026-03-05 10:12:02
1188,河南省测绘地理信息局信息中心,钉钉,政务,mp.weixin.qq.com/政务页面,豫政通,2026-03-05 10:12:02
1189,定期召开联合办,钉钉,政务,mp.weixin.qq.com/政务页面,豫政通,2026-03-05 10:12:02
1190,测绘地理信息局,钉钉,政务,mp.weixin.qq.com/政务页面,豫政通,2026-03-05 10:12:02
1191,为政务,钉钉,政务,mp.weixin.qq.com/政务页面,为政务,2026-03-05 10:12:02
1218,福建省闽政通,钉钉,政务,政务搜索/sogou,福建省闽政通,2026-03-05 10:12:50
1230,淮南市人民政府,钉钉,政务,政务搜索/bing,安徽政务,2026-03-05 10:13:27
1231,淮南市数据资源管理局,钉钉,政务,政务搜索/bing,安徽政务,2026-03-05 10:13:27
1232,淮南市政务服务管理局,钉钉,政务,政务搜索/bing,安徽政务,2026-03-05 10:13:27
1233,南市人民政府办,钉钉,政务,政务搜索/bing,安徽政务,2026-03-05 10:13:27
1234,数据资源管理局,钉钉,政务,政务搜索/bing,安徽政务,2026-03-05 10:13:27
1235,政务服务管理局,钉钉,政务,政务搜索/bing,安徽政务,2026-03-05 10:13:27
1237,淮南市政务,钉钉,政务,政务搜索/bing,淮南市政务,2026-03-05 10:13:27
1238,安全资格证书办,钉钉,政务,政务搜索/bing,,2026-03-05 10:13:27
1245,跨省通办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1246,长三角一网通办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1247,全程网办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1248,聚焦群众办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1249,在线帮办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1250,授权代办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1251,为企业办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1252,业提供视频导办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1253,企业开办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1254,你问我办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1255,一网通办,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1256,多元赋能破局,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,安徽政务,2026-03-05 10:13:40
1257,国家政务,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,国家政务,2026-03-05 10:13:40
1258,推动政务,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,推动政务,2026-03-05 10:13:40
1259,小时政务,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,小时政务,2026-03-05 10:13:40
1260,国家政务平台,钉钉,政务,hn.ahzwfw.gov.cn/政务页面,国家政务平台,2026-03-05 10:13:40
1281,当涂县人民政府,企业微信,政务,www.sogou.com/政务页面,信在数字政务,2026-03-05 10:14:14
1300,科技智能远程办,飞书,政务,政务搜索/sogou,,2026-03-05 10:14:32
1301,南开大学医保办,飞书,政务,mp.weixin.qq.com/政务页面,,2026-03-05 10:15:17
1325,松原宁江区政府,钉钉,政务,政务搜索/sogou,,2026-03-05 10:17:38
1326,常德市政府,钉钉,政务,政务搜索/sogou,,2026-03-05 10:17:38
1344,对外信息,企业微信,,新闻摘要/sogou,,2026-03-05 10:29:58
1382,飞书与伊芙丽集团,飞书,,新闻摘要/sogou,,2026-03-05 10:55:16
1383,圣象集团,飞书,,新闻摘要/sogou,,2026-03-05 10:55:16
